5.750639296062011185e-01,6.592279015943641740e-03,8.180819144335423898e-01,7.105429999999999971e-15,3.386697382719071614e-01,9.083441766234742198e-01,-2.453847288913069136e-01,-5.684340000000000066e-14,-7.447175875757948704e-01,4.181714943077758928e-01,5.201233662350593923e-01,1.675949999999999918e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.736896501644772606e-01,7.685687590827994242e-03,8.190366997274394212e-01,2.486899999999999922e-14,3.349759022588452706e-01,9.103062599599985871e-01,-2.431741309915835814e-01,5.684340000000000066e-14,-7.474431952998381590e-01,4.138640396119183107e-01,5.196587596837681788e-01,1.675949999999999918e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.723087208403168091e-01,8.771157550727048946e-03,8.199913382745827040e-01,-1.065810000000000017e-14,3.312714182851939082e-01,9.122467192551116932e-01,-2.409671567571021189e-01,5.684340000000000066e-14,-7.501479690550636459e-01,4.095472988599803132e-01,5.191811191858362040e-01,1.675949999999999918e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.709212697713658136e-01,9.848630947432490679e-03,8.209457401016906353e-01,3.552710000000000097e-15,3.275537365419254332e-01,9.141669611975398180e-01,-2.387620504441159142e-01,-1.136870000000000032e-13,-7.528329518559042643e-01,4.052181776812546765e-01,5.186914064032763783e-01,1.675949999999999918e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.671632417871300680e-01,1.556931089354710029e-02,8.234582282810790632e-01,0.000000000000000000e+00,3.198346709549678701e-01,9.171901133315748522e-01,-2.376301312164358359e-01,0.000000000000000000e+00,-7.589674831115237330e-01,3.981455670544544745e-01,5.152169125856078669e-01,1.675949999999999918e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.633395981205000513e-01,2.125476629230660386e-02,8.259520156154914750e-01,0.000000000000000000e+00,3.120835888190061636e-01,9.201386488345485448e-01,-2.365347765356735632e-01,0.000000000000000000e+00,-7.650178630458789319e-01,3.910154751807030094e-01,5.117172729055821101e-01,1.675949999999999918e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.594515865501390461e-01,2.690409614051803011e-02,8.284262742799710644e-01,0.000000000000000000e+00,3.042980051181748413e-01,9.230139297083648220e-01,-2.354740105519523286e-01,0.000000000000000000e+00,-7.709842063152989589e-01,3.838247714454911530e-01,5.081947445981560563e-01,1.675949999999999918e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.554977445292020866e-01,3.251653153469966084e-02,8.308820199041030419e-01,3.552710000000000097e-15,2.964814799380205423e-01,9.258145692590755704e-01,-2.344485346539696702e-01,0.000000000000000000e+00,-7.768661325329676570e-01,3.765767631235169555e-01,5.046473556838322327e-01,1.675949999999999918e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.524941814182440236e-01,3.664182094513973587e-02,8.327109681376899664e-01,7.105429999999999971e-15,2.912721354826921516e-01,9.275619551709295418e-01,-2.340712763472589386e-01,-5.684340000000000066e-14,-7.809678114943897631e-01,3.718685201483273306e-01,5.017998417022032642e-01,1.675949999999999918e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.494571629509497068e-01,4.074892670537907935e-02,8.345276215046768531e-01,-8.881780000000000526e-15,2.860484445953603849e-01,9.292768111085503158e-01,-2.337111372624307293e-01,0.000000000000000000e+00,-7.850306448964068373e-01,3.671295865335335584e-01,4.989416331248056613e-01,1.675949999999999918e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.463871305434719883e-01,4.483730194946469738e-02,8.363317044871391159e-01,-3.552710000000000097e-15,2.808132901383663116e-01,9.309578507586179219e-01,-2.333696128302925332e-01,0.000000000000000000e+00,-7.890532299269400474e-01,3.623632106944459919e-01,4.960724784515624930e-01,1.675949999999999918e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
